taskType,dependencyCount,retryCount,workflowSize,previousDuration,actualDuration
DATABASE,1,3,9,9.24,24.78
DATABASE,1,2,13,10.63,23.88
EMAIL,2,2,19,19.64,31.03
COMPUTE,3,2,7,6.18,23.23
DATABASE,2,1,4,24.67,36.26
COMPUTE,0,0,20,1.33,16.3
DATABASE,1,3,9,2.02,15.75
REST,4,0,17,9.33,23.7
REST,2,0,14,21.14,30.91
EMAIL,2,2,12,5.25,14.33
DATABASE,0,2,3,3.01,14.7
EMAIL,1,2,13,24.16,31.69
COMPUTE,3,1,8,25.48,42.22
DATABASE,2,3,5,13.7,30.85
COMPUTE,5,2,9,15.62,36.81
REST,2,2,7,10.72,20.39
COMPUTE,1,2,10,25.67,43.89
REST,1,3,13,29.52,43.51
FILE,0,3,15,28.87,39.95
COMPUTE,1,2,18,26.51,43.91
COMPUTE,4,3,5,19.28,40.0
DATABASE,3,0,10,17.69,29.84
DATABASE,4,0,16,12.86,29.24
DATABASE,5,1,3,24.68,38.44
EMAIL,2,2,20,4.99,17.13
DATABASE,2,0,4,21.59,29.14
REST,3,3,16,5.64,22.46
FILE,5,0,10,11.42,20.0
EMAIL,3,0,19,20.92,31.93
DATABASE,4,3,12,3.22,22.67
FILE,1,1,4,29.64,32.78
COMPUTE,1,1,6,26.17,41.2
EMAIL,0,0,7,18.05,19.21
COMPUTE,4,0,8,24.7,40.2
REST,2,3,3,4.81,17.35
DATABASE,4,2,7,11.93,30.79
REST,3,0,17,14.37,24.35
EMAIL,5,0,19,18.18,30.81
COMPUTE,2,2,8,1.67,17.34
EMAIL,4,3,8,27.61,42.16
COMPUTE,0,2,10,5.91,21.08
FILE,3,2,7,2.36,11.43
COMPUTE,4,1,17,2.41,25.17
DATABASE,0,2,13,14.87,27.92
FILE,3,1,7,25.25,34.71
DATABASE,2,3,9,27.12,42.13
COMPUTE,4,0,5,26.75,42.53
FILE,4,2,7,7.39,21.22
FILE,0,2,8,16.49,23.43
FILE,3,1,10,26.44,36.9
DATABASE,0,1,9,22.19,33.18
DATABASE,0,1,5,23.76,33.98
FILE,3,2,16,16.73,28.47
EMAIL,3,3,11,4.36,19.06
REST,5,0,18,24.09,38.05
EMAIL,3,1,16,3.66,15.31
COMPUTE,3,1,5,3.14,17.71
DATABASE,3,0,12,12.52,25.05
DATABASE,3,3,12,3.48,23.01
COMPUTE,5,0,20,10.38,31.58
FILE,1,3,7,16.28,24.74
FILE,2,1,6,20.25,27.5
DATABASE,2,2,7,5.32,19.83
REST,4,3,13,5.29,23.45
FILE,4,1,15,28.89,42.57
REST,3,3,9,18.22,32.35
COMPUTE,4,2,19,14.17,36.66
EMAIL,2,0,20,5.64,15.02
COMPUTE,0,2,17,25.69,43.64
FILE,3,0,18,8.12,16.85
COMPUTE,3,1,9,27.54,43.96
EMAIL,2,0,20,19.73,29.23
REST,5,0,16,21.27,35.25
REST,3,0,20,20.75,32.09
COMPUTE,0,0,11,1.4,13.72
REST,2,0,9,26.37,33.17
EMAIL,5,0,3,18.2,28.51
REST,1,3,17,27.26,43.45
COMPUTE,2,2,8,8.76,26.63
FILE,0,3,19,22.06,32.54
COMPUTE,1,0,4,14.37,23.47
REST,1,1,6,1.32,8.21
COMPUTE,1,0,16,21.42,33.88
REST,5,3,4,21.58,39.52
REST,2,3,18,13.05,28.4
REST,2,3,15,11.74,27.55
EMAIL,0,0,3,7.57,8.23
FILE,0,3,14,29.04,37.75
EMAIL,1,3,9,4.53,13.85
REST,2,2,11,15.48,26.92
REST,5,2,4,5.6,20.96
EMAIL,0,2,8,28.86,34.58
DATABASE,2,0,16,2.26,15.32
EMAIL,4,1,11,8.59,20.53
DATABASE,5,2,4,21.52,38.84
DATABASE,1,1,11,27.42,40.02
DATABASE,5,0,19,19.53,39.58
DATABASE,5,3,9,1.79,21.44
DATABASE,5,3,15,1.2,24.3
EMAIL,3,0,4,16.06,21.49
DATABASE,4,3,19,16.14,37.68
DATABASE,2,0,17,4.07,16.94
REST,0,0,14,27.47,34.79
COMPUTE,1,1,10,3.49,19.57
DATABASE,3,0,20,11.16,28.34
EMAIL,3,0,18,6.44,15.98
FILE,2,2,6,11.51,21.66
DATABASE,2,1,17,13.47,29.24
FILE,3,3,12,28.73,43.5
COMPUTE,4,3,7,5.65,28.94
REST,0,0,3,15.85,19.2
DATABASE,1,3,19,8.53,27.69
DATABASE,2,1,10,12.41,26.92
DATABASE,5,2,4,26.76,43.69
FILE,5,0,11,7.26,16.89
EMAIL,2,3,11,15.32,26.23
EMAIL,0,2,9,19.94,27.58
FILE,2,3,19,8.42,21.88
DATABASE,4,3,11,17.65,35.96
REST,5,2,16,16.11,33.99
DATABASE,1,1,11,22.53,34.35
FILE,4,0,6,12.04,20.84
REST,3,2,6,25.01,38.33
COMPUTE,4,3,12,16.96,39.72
EMAIL,2,1,3,4.91,10.29
DATABASE,2,2,11,29.32,45.1
COMPUTE,4,2,13,2.18,22.4
FILE,5,0,20,8.9,22.18
COMPUTE,0,3,11,28.32,44.44
COMPUTE,4,2,20,8.59,31.34
EMAIL,0,0,7,5.34,7.17
COMPUTE,3,3,19,15.23,37.99
COMPUTE,5,0,18,1.96,22.84
REST,2,1,12,12.09,20.9
DATABASE,5,3,13,18.06,42.27
DATABASE,1,1,12,29.05,40.04
FILE,2,3,11,14.37,26.96
COMPUTE,1,1,19,26.24,43.98
DATABASE,1,0,14,7.37,19.93
REST,3,3,17,11.02,27.88
FILE,3,2,4,14.54,24.54
COMPUTE,4,0,16,18.79,36.61
FILE,5,0,13,6.49,16.21
EMAIL,3,2,11,8.25,19.34
EMAIL,1,3,14,22.8,36.02
REST,1,1,7,4.41,12.47
COMPUTE,0,3,13,7.17,26.31
DATABASE,5,2,18,21.09,41.41
EMAIL,3,3,4,2.47,13.47
DATABASE,4,0,3,19.54,32.02
DATABASE,2,1,15,22.07,36.05
EMAIL,3,0,15,11.22,19.22
FILE,0,3,5,22.14,28.38
FILE,2,0,7,26.49,29.71
FILE,2,0,3,25.83,27.82
COMPUTE,3,2,10,10.49,29.4
REST,0,3,3,22.46,31.6
EMAIL,1,2,20,26.07,36.77
COMPUTE,0,3,16,27.81,46.06
REST,0,1,11,24.27,31.37
COMPUTE,5,3,4,13.69,37.79
EMAIL,0,1,11,25.73,31.32
EMAIL,0,3,14,25.81,37.23
EMAIL,4,3,10,21.4,38.04
DATABASE,4,1,6,10.82,24.39
REST,1,1,10,18.41,26.2
DATABASE,0,0,17,6.61,17.27
REST,5,2,3,21.87,36.96
DATABASE,3,2,17,13.55,31.46
COMPUTE,3,0,18,29.3,47.13
COMPUTE,0,0,10,28.93,38.54
REST,5,3,16,26.31,48.29
REST,0,1,11,14.75,22.39
COMPUTE,3,1,9,4.26,23.02
DATABASE,2,0,20,27.47,42.62
REST,0,1,20,3.94,14.83
REST,3,3,14,19.46,35.56
REST,3,0,12,14.03,25.5
FILE,3,2,8,18.38,29.25
DATABASE,3,0,17,21.24,34.23
DATABASE,2,2,15,17.73,36.11
EMAIL,2,2,7,14.26,22.81
FILE,0,1,8,13.77,17.67
DATABASE,1,2,12,28.46,43.61
REST,5,1,18,8.86,23.96
COMPUTE,4,2,19,28.59,53.16
REST,5,3,14,12.99,31.1
REST,3,1,4,7.87,16.35
EMAIL,3,1,7,28.81,37.06
REST,4,2,7,1.58,17.15
COMPUTE,5,0,12,21.55,39.64
COMPUTE,2,1,13,6.29,24.63
COMPUTE,3,1,10,28.3,45.62
FILE,0,3,18,26.42,37.58
FILE,3,3,6,24.35,37.98
EMAIL,3,3,7,19.85,31.83
FILE,0,3,12,15.29,24.68
EMAIL,1,1,19,28.84,39.07
FILE,1,3,17,7.3,19.2
DATABASE,1,0,18,27.57,38.31
EMAIL,5,3,10,21.67,39.72
EMAIL,1,0,11,9.25,14.93
COMPUTE,0,3,5,4.93,18.57
REST,4,3,19,24.87,46.15
FILE,0,0,12,19.76,22.92
FILE,3,2,11,2.97,16.21
COMPUTE,2,3,19,19.5,40.29
REST,4,3,17,14.42,31.57
DATABASE,2,0,7,21.07,32.98
DATABASE,4,3,14,8.35,29.97
REST,5,1,6,3.77,18.28
DATABASE,5,0,13,12.71,29.71
COMPUTE,4,0,20,12.17,33.82
FILE,2,0,17,23.22,31.84
REST,4,0,7,24.8,35.19
EMAIL,0,0,14,29.55,34.57
COMPUTE,4,3,15,26.19,52.36
REST,3,1,20,8.59,24.46
DATABASE,5,1,9,17.96,34.86
COMPUTE,3,3,20,6.31,31.65
FILE,2,2,11,29.12,37.84
EMAIL,5,2,20,29.9,48.55
EMAIL,5,2,12,20.86,37.21
DATABASE,3,3,17,10.64,30.35
REST,3,0,17,4.76,16.48
COMPUTE,1,2,11,2.27,18.47
REST,5,0,14,12.48,25.01
EMAIL,2,0,14,25.51,34.12
REST,4,1,17,3.59,17.92
FILE,5,1,19,6.87,23.57
EMAIL,3,3,18,24.38,39.04
EMAIL,3,1,16,16.52,28.92
DATABASE,3,0,3,20.88,29.37
COMPUTE,0,0,15,15.87,28.94
FILE,0,1,15,3.4,11.61
COMPUTE,3,3,17,23.27,45.84
DATABASE,5,3,7,24.43,43.25
DATABASE,1,2,12,4.13,17.35
DATABASE,2,3,10,12.52,29.6
COMPUTE,4,0,5,13.42,29.57
EMAIL,5,2,20,8.32,26.3
REST,4,0,12,3.53,15.85
COMPUTE,1,1,13,27.26,40.84
EMAIL,2,0,18,1.03,10.51
REST,3,3,20,25.14,44.72
COMPUTE,2,1,15,7.95,26.02
EMAIL,0,0,6,23.15,25.21
EMAIL,4,0,18,1.9,13.95
DATABASE,1,1,10,9.45,22.47
COMPUTE,4,2,16,21.16,42.0
DATABASE,5,0,13,13.02,29.3
FILE,1,3,7,14.58,24.75
COMPUTE,1,2,13,23.1,42.15
FILE,2,0,4,8.51,12.89
COMPUTE,4,0,8,5.35,19.9
REST,0,2,9,28.76,36.99
FILE,2,0,14,10.87,18.66
COMPUTE,1,2,18,29.94,50.13
EMAIL,4,0,4,12.47,21.53
COMPUTE,5,1,5,5.85,24.91
EMAIL,3,1,8,5.85,14.13
EMAIL,0,0,4,29.01,28.29
FILE,0,3,4,6.79,12.28
FILE,2,1,11,25.71,32.43
REST,4,2,8,16.52,30.81
DATABASE,1,0,16,24.25,35.29
COMPUTE,2,0,18,29.34,46.81
COMPUTE,2,1,11,15.01,33.28
COMPUTE,3,3,9,26.17,48.77
REST,1,0,16,25.01,31.62
FILE,3,1,4,14.67,23.02
REST,5,3,4,15.68,31.2
COMPUTE,1,0,16,9.26,25.44
EMAIL,0,2,12,10.03,16.93
FILE,5,3,17,15.53,32.69
EMAIL,1,3,17,19.37,31.93
DATABASE,2,1,19,5.75,21.53
EMAIL,3,2,14,2.02,12.82
FILE,0,0,12,25.55,27.91
DATABASE,3,1,7,17.45,31.58
EMAIL,2,2,9,3.21,12.29
REST,5,0,17,13.99,28.3
COMPUTE,0,2,3,16.59,28.25
REST,5,0,8,19.33,31.17
REST,0,3,13,2.13,14.52
FILE,2,0,15,8.57,14.83
FILE,4,1,16,19.34,33.86
EMAIL,4,0,7,6.37,13.74
EMAIL,5,1,8,1.6,14.98
FILE,5,2,20,20.54,36.94
EMAIL,2,2,4,20.68,30.1
DATABASE,3,3,12,3.71,22.4
REST,2,1,18,15.03,28.29
DATABASE,1,0,15,27.48,37.96
REST,0,0,3,29.24,33.02
COMPUTE,5,1,18,24.7,48.48
FILE,3,2,14,25.78,39.43
FILE,4,1,11,13.44,22.8
FILE,2,2,7,10.05,18.8
DATABASE,4,0,18,2.65,21.0
EMAIL,4,1,12,14.41,25.78
FILE,3,2,11,6.36,19.74
FILE,0,0,19,4.37,8.52
FILE,1,1,6,26.7,30.45
REST,5,2,15,26.89,46.18
EMAIL,3,1,17,5.09,15.35
DATABASE,5,2,19,21.13,42.88
DATABASE,2,2,20,22.96,40.38
FILE,1,0,7,12.9,14.5
FILE,5,2,18,15.77,31.89
COMPUTE,4,1,18,23.49,45.91
COMPUTE,3,1,4,15.04,30.97
REST,2,1,13,23.42,36.21
DATABASE,5,1,20,27.18,46.74
FILE,3,3,14,21.68,36.51
FILE,3,0,15,21.06,30.38
COMPUTE,2,3,14,26.77,49.69
COMPUTE,0,3,13,28.51,46.05
REST,0,0,11,17.21,23.88
COMPUTE,3,3,15,5.41,29.65
FILE,3,1,16,10.39,20.95
COMPUTE,0,3,17,2.33,20.54
DATABASE,0,1,12,21.39,30.18
COMPUTE,4,0,7,5.35,20.85
FILE,0,1,17,24.24,30.01
COMPUTE,3,1,12,4.95,24.02
DATABASE,4,2,16,19.36,39.09
REST,1,1,11,19.64,29.86
FILE,1,1,17,19.7,28.85
EMAIL,0,1,7,4.16,8.06
FILE,5,1,5,18.33,31.22
DATABASE,2,1,6,29.72,43.44
EMAIL,4,3,8,21.43,35.03
EMAIL,3,2,10,8.5,19.33
DATABASE,5,2,13,29.71,50.47
COMPUTE,1,1,11,15.95,31.11
EMAIL,3,1,13,8.44,18.36
EMAIL,0,3,11,18.89,26.25
REST,4,0,17,6.82,20.34
DATABASE,3,2,8,5.72,22.92
REST,1,0,5,24.88,28.2
REST,0,1,15,20.91,29.76
FILE,4,1,13,8.67,21.93
COMPUTE,1,3,18,1.01,23.09
EMAIL,2,0,7,21.12,26.76
EMAIL,0,2,10,29.81,36.37
COMPUTE,2,1,13,29.5,46.06
COMPUTE,5,1,11,24.13,44.34
REST,0,0,10,15.49,20.96
FILE,0,2,18,16.87,26.34
EMAIL,4,2,4,26.99,36.99
FILE,5,2,4,5.87,18.72
EMAIL,3,0,10,22.34,30.55
EMAIL,0,1,7,7.4,13.39
FILE,5,1,16,25.07,40.87
EMAIL,5,2,19,7.2,24.75
EMAIL,4,3,12,1.61,17.78
COMPUTE,5,3,6,20.24,43.61
DATABASE,1,3,10,23.68,37.74
DATABASE,0,3,6,3.24,15.97
REST,0,1,8,11.66,17.38
DATABASE,1,3,20,8.29,25.24
FILE,5,0,10,3.39,13.88
EMAIL,5,1,7,5.52,19.01
COMPUTE,4,1,16,25.81,46.86
COMPUTE,1,1,5,22.65,35.15
DATABASE,5,1,6,20.12,36.53
EMAIL,3,2,13,25.5,38.72
DATABASE,0,1,3,1.1,10.65
REST,5,0,4,20.74,30.23
FILE,1,1,4,27.54,30.91
DATABASE,0,2,16,19.34,34.42
EMAIL,4,3,15,26.6,43.72
DATABASE,3,1,19,10.12,27.47
COMPUTE,2,1,17,6.48,24.83
EMAIL,1,2,16,15.13,24.6
REST,4,2,19,14.99,31.82
REST,0,3,16,3.89,18.11
DATABASE,5,3,14,23.55,45.42
COMPUTE,4,2,12,21.81,43.91
DATABASE,5,0,14,8.93,24.41
EMAIL,1,1,10,17.85,22.36
REST,4,1,9,21.32,34.57
REST,1,1,15,11.43,21.28
COMPUTE,5,1,12,4.56,25.69
FILE,5,2,9,8.81,23.8
DATABASE,1,1,9,3.86,14.42
REST,4,1,17,11.93,28.4
EMAIL,5,3,6,15.27,31.03
DATABASE,2,3,19,7.43,27.85
FILE,5,3,6,25.24,40.44
EMAIL,3,0,20,27.56,37.85
FILE,1,3,20,22.34,34.91
DATABASE,3,2,9,25.77,41.43
FILE,2,2,13,9.66,21.31
EMAIL,5,2,17,21.75,38.21
REST,5,0,5,25.62,36.31
DATABASE,0,3,18,21.31,37.99
COMPUTE,1,3,11,27.61,46.15
DATABASE,4,3,13,21.82,43.82
FILE,2,3,11,29.25,41.11
REST,1,2,14,29.28,39.35
DATABASE,1,0,11,19.64,27.52
REST,5,1,8,24.12,39.04
FILE,3,2,17,16.56,28.28
FILE,5,0,7,20.44,32.01
COMPUTE,1,3,8,8.09,24.52
COMPUTE,3,1,17,27.3,45.06
COMPUTE,3,1,3,20.8,36.54
REST,1,0,12,25.26,31.76
EMAIL,2,0,6,14.89,21.46
EMAIL,4,2,13,22.96,38.35
DATABASE,2,2,4,14.06,27.46
DATABASE,4,3,16,15.9,36.62
REST,3,1,14,5.28,16.1
REST,5,2,17,2.27,20.68
COMPUTE,1,0,19,25.56,39.28
DATABASE,0,1,3,26.25,35.98
FILE,4,0,18,25.86,38.04
COMPUTE,0,1,13,20.88,34.66
DATABASE,4,3,16,4.36,25.16
COMPUTE,3,2,18,13.02,36.02
COMPUTE,2,2,6,11.0,26.06
FILE,2,2,15,15.29,25.15
EMAIL,3,1,19,13.5,25.75
COMPUTE,4,3,6,12.01,32.37
COMPUTE,1,1,12,27.63,42.24
FILE,0,2,5,22.9,29.4
EMAIL,3,0,17,26.53,35.46
COMPUTE,4,1,8,20.59,37.76
COMPUTE,2,3,17,9.99,30.45
COMPUTE,1,0,20,10.34,26.78
COMPUTE,1,3,6,12.12,30.96
EMAIL,1,2,4,25.48,32.95
DATABASE,5,0,20,3.07,23.56
EMAIL,3,0,14,10.34,18.59
FILE,2,3,12,2.38,13.24
COMPUTE,4,1,12,15.29,34.19
DATABASE,2,1,15,13.35,28.11
DATABASE,0,1,17,26.3,37.5
COMPUTE,5,2,18,17.68,40.83
REST,5,3,14,5.28,25.62
DATABASE,5,3,14,8.03,30.77
REST,3,2,3,9.91,19.67
REST,2,0,8,12.24,18.7
FILE,2,1,20,25.8,36.72
COMPUTE,5,2,17,28.61,54.73
DATABASE,3,2,16,25.26,44.23
COMPUTE,3,3,11,29.69,51.29
REST,4,0,3,9.61,19.01
REST,1,3,4,12.89,24.75
COMPUTE,3,3,16,29.94,52.23
REST,4,1,7,20.21,30.76
DATABASE,0,2,19,29.6,42.89
DATABASE,5,0,15,15.7,33.23
EMAIL,1,2,6,20.63,29.41
FILE,3,2,15,10.35,24.66
DATABASE,3,2,9,12.32,29.24
DATABASE,4,2,13,17.26,36.59
COMPUTE,4,1,13,20.58,42.09
EMAIL,5,1,4,29.89,39.23
DATABASE,2,0,16,3.66,15.3
DATABASE,1,2,16,6.94,23.69
EMAIL,5,3,17,2.33,20.99
COMPUTE,1,2,4,11.81,27.51
COMPUTE,4,1,12,22.48,43.37
EMAIL,0,1,9,13.08,18.84
DATABASE,1,2,11,21.92,35.57
COMPUTE,4,3,5,21.74,41.8
EMAIL,4,1,9,28.21,38.61
FILE,3,0,14,28.28,37.1
FILE,1,0,6,13.97,18.65
COMPUTE,5,1,3,14.6,31.81
COMPUTE,1,1,3,5.34,18.09
COMPUTE,1,3,6,19.32,35.5
EMAIL,5,3,13,7.24,23.59
EMAIL,1,3,10,11.63,21.12
FILE,0,1,12,21.54,26.72
COMPUTE,3,1,20,27.53,47.48
FILE,4,1,18,26.11,39.25
DATABASE,2,3,14,24.38,44.38
DATABASE,4,1,18,19.53,39.61
FILE,0,3,17,2.19,11.61
REST,5,3,16,26.49,48.46
COMPUTE,4,2,16,2.62,26.65
FILE,0,1,15,7.28,15.08
DATABASE,3,1,8,10.32,25.56
COMPUTE,0,3,16,14.22,34.45
REST,2,0,18,18.89,27.68
COMPUTE,3,2,3,6.07,25.37
REST,5,3,3,3.42,19.78
FILE,4,1,9,14.69,23.51
EMAIL,0,1,16,19.83,25.28
COMPUTE,4,2,13,20.64,41.93
COMPUTE,3,0,7,11.17,26.96
REST,3,0,7,24.99,32.37
EMAIL,4,1,20,19.06,33.78
DATABASE,2,0,6,1.09,11.65
EMAIL,5,0,3,8.42,16.31
REST,1,2,7,5.9,15.84
REST,2,2,9,15.01,25.87
DATABASE,5,0,3,2.96,16.11
REST,0,3,18,10.85,25.68
COMPUTE,4,0,5,2.1,18.89
REST,1,3,15,8.62,21.53
REST,2,2,9,17.57,29.24
EMAIL,3,3,3,19.29,30.46
EMAIL,1,0,15,11.34,16.75
EMAIL,0,2,11,9.9,16.24
COMPUTE,3,2,10,11.15,31.12
REST,4,3,9,29.41,46.16
COMPUTE,1,2,4,10.5,23.61
FILE,3,1,16,12.24,22.81
COMPUTE,1,1,6,24.1,38.26
FILE,2,3,10,11.97,22.7
DATABASE,3,0,20,5.06,22.06
EMAIL,1,0,13,12.44,16.38
DATABASE,2,1,14,12.91,25.65
COMPUTE,1,0,16,11.66,24.47
REST,1,0,4,10.38,13.82
EMAIL,4,1,13,17.75,30.62
FILE,3,3,5,7.89,21.24
FILE,1,3,18,26.1,40.81
COMPUTE,5,2,10,3.0,24.81
FILE,2,3,19,10.31,25.75
EMAIL,2,1,19,24.77,33.6
DATABASE,0,2,11,21.1,32.39
FILE,4,3,19,15.87,32.41
EMAIL,3,0,12,7.71,17.23
DATABASE,3,0,7,1.15,12.58
DATABASE,4,3,20,25.89,50.86
FILE,0,2,20,25.16,34.09
DATABASE,4,1,11,11.6,27.63
DATABASE,5,0,14,10.34,27.13
COMPUTE,1,3,4,28.34,44.08
FILE,5,3,12,20.41,38.69
FILE,5,0,10,11.28,20.23
REST,0,2,3,21.16,29.79
FILE,4,0,17,19.36,32.07
EMAIL,0,3,18,29.16,39.52
FILE,2,0,19,19.59,27.49
COMPUTE,1,1,11,18.02,32.81
DATABASE,0,0,11,24.96,33.63
EMAIL,5,3,8,11.91,28.06
EMAIL,1,1,5,29.42,32.94
REST,0,0,12,29.88,36.06
COMPUTE,0,3,20,7.15,25.57
REST,4,0,7,12.84,21.61
COMPUTE,2,1,6,5.86,21.16
COMPUTE,0,3,19,21.29,39.24
EMAIL,3,2,11,11.81,24.14
DATABASE,5,0,17,15.29,34.07
EMAIL,3,2,13,10.84,24.78
FILE,2,3,9,22.13,33.62
REST,3,0,16,23.89,33.35
FILE,2,0,10,21.42,25.97
DATABASE,2,0,4,21.81,30.44
FILE,2,1,12,9.43,18.4
REST,4,1,10,2.69,17.55
COMPUTE,4,2,19,16.58,41.81
COMPUTE,4,2,5,3.93,24.27
FILE,2,2,10,2.12,12.0
FILE,5,3,4,27.81,43.65
DATABASE,3,2,6,18.29,32.82
FILE,3,3,8,5.78,17.99
FILE,1,2,5,28.26,34.04
DATABASE,5,2,9,5.79,23.88
COMPUTE,0,1,15,13.34,27.92
FILE,2,3,7,11.01,20.58
DATABASE,1,0,19,4.21,17.49
DATABASE,0,2,5,28.06,39.03
COMPUTE,4,3,8,10.45,32.42
DATABASE,5,1,5,15.57,33.2
EMAIL,5,2,10,12.2,27.7
EMAIL,0,3,3,5.78,13.53
REST,5,0,6,1.76,14.64
REST,3,0,4,20.48,27.78
DATABASE,3,0,8,15.78,25.77
EMAIL,3,1,4,15.35,24.78
DATABASE,4,0,12,9.72,24.65
REST,5,0,19,15.51,29.61
DATABASE,0,0,3,17.39,24.98
COMPUTE,1,0,4,19.93,32.47
FILE,2,1,8,17.13,24.69
FILE,1,3,14,13.24,25.91
REST,3,3,12,15.39,32.49
EMAIL,5,0,19,6.36,19.32
EMAIL,5,3,7,24.77,42.14
COMPUTE,2,1,11,24.64,39.93
DATABASE,1,3,7,3.25,16.14
REST,4,0,8,21.4,33.21
COMPUTE,4,2,13,22.63,45.14
REST,3,2,17,12.5,29.57
DATABASE,3,0,15,10.67,26.64
FILE,2,1,9,26.84,35.09
FILE,3,0,8,20.81,26.51
FILE,4,3,16,26.81,45.39
COMPUTE,5,1,13,27.03,48.09
FILE,2,3,9,3.75,15.02
REST,4,0,17,8.09,21.75
DATABASE,5,1,10,19.36,36.83
COMPUTE,3,3,6,18.96,38.32
REST,1,3,17,8.03,23.69
REST,2,0,7,14.46,22.52
DATABASE,4,3,10,7.71,28.54
COMPUTE,1,0,20,4.07,20.39
DATABASE,2,1,6,4.12,15.85
FILE,4,2,15,29.2,44.14
EMAIL,5,3,12,6.72,22.86
REST,1,3,9,25.62,39.5
DATABASE,3,0,19,19.73,34.54
COMPUTE,1,1,17,5.73,22.24
DATABASE,2,3,13,2.77,19.6
EMAIL,3,0,5,22.77,28.62
FILE,1,2,19,18.35,28.8
REST,4,2,5,29.91,41.91
REST,5,2,18,16.59,35.69
FILE,5,2,15,25.15,40.22
REST,1,0,16,13.96,23.4
DATABASE,3,0,7,3.6,16.39
REST,1,0,17,2.27,9.96
REST,1,3,19,21.23,37.78
DATABASE,4,2,8,12.48,27.98
FILE,4,1,14,20.11,32.7
EMAIL,2,2,20,21.81,36.29
COMPUTE,2,0,17,5.93,22.41
REST,2,0,11,29.4,37.62
DATABASE,4,2,13,14.96,32.62
DATABASE,5,2,19,18.63,40.45
FILE,2,1,13,5.71,16.11
FILE,4,3,15,2.31,19.91
COMPUTE,0,3,19,3.72,24.09
REST,0,1,11,8.47,14.72
EMAIL,0,0,9,10.8,13.7
COMPUTE,3,3,17,16.1,37.85
EMAIL,1,3,18,4.85,17.45
DATABASE,3,0,15,19.54,32.05
EMAIL,4,1,5,5.54,16.04
FILE,0,2,8,17.92,24.83
REST,4,3,10,28.97,45.48
COMPUTE,1,3,16,16.68,37.23
COMPUTE,2,0,4,19.5,29.86
EMAIL,3,1,11,28.82,37.79
FILE,0,0,5,29.8,29.76
DATABASE,5,1,19,17.32,37.09
DATABASE,5,3,19,25.93,48.96
REST,2,1,14,17.01,29.1
EMAIL,2,2,13,16.73,26.17
COMPUTE,3,0,5,6.68,20.38
DATABASE,0,0,3,6.81,12.11
COMPUTE,5,1,6,19.29,37.77
COMPUTE,5,2,16,15.63,38.37
FILE,3,0,4,26.16,30.48
FILE,4,2,17,22.72,36.41
DATABASE,3,1,12,12.64,26.0
COMPUTE,2,0,10,6.54,20.89
REST,4,3,10,3.55,21.05
EMAIL,0,3,3,2.42,11.17
COMPUTE,0,0,18,1.25,15.71
COMPUTE,5,3,18,22.55,49.31
FILE,0,0,14,17.82,20.47
REST,4,0,13,6.35,18.39
REST,3,2,8,8.97,22.71
COMPUTE,4,0,12,21.65,39.08
EMAIL,2,2,10,8.68,20.49
REST,3,0,13,11.22,20.01
FILE,5,2,5,15.84,29.64
DATABASE,1,1,19,8.04,20.35
FILE,4,0,15,23.32,35.41
FILE,2,0,9,29.04,35.05
EMAIL,3,0,8,16.44,23.99
REST,1,2,12,8.75,19.9
EMAIL,1,3,8,29.1,37.52
COMPUTE,4,3,14,13.85,39.19
FILE,4,1,3,21.59,28.92
EMAIL,2,3,17,16.14,28.5
REST,3,1,20,19.64,33.27
FILE,4,0,8,13.49,21.58
EMAIL,2,0,14,18.84,24.52
DATABASE,0,1,8,11.56,22.49
DATABASE,4,3,13,1.14,21.81
REST,5,2,14,2.41,21.9
DATABASE,4,0,10,5.48,18.45
REST,4,0,6,1.11,10.43
REST,2,3,19,2.8,17.72
FILE,4,1,16,9.54,20.34
REST,1,0,17,10.89,20.12
COMPUTE,2,0,20,2.79,17.84
COMPUTE,3,2,17,1.52,23.62
REST,4,2,15,12.57,28.4
DATABASE,1,1,18,30.0,43.86
EMAIL,1,1,17,18.92,27.68
EMAIL,0,1,14,17.9,24.9
DATABASE,0,3,20,4.06,20.69
EMAIL,2,2,11,2.29,10.85
REST,5,1,15,12.39,28.1
DATABASE,4,1,5,22.12,35.93
EMAIL,2,3,3,12.13,23.89
DATABASE,0,0,6,18.85,23.8
DATABASE,4,3,14,3.94,25.11
FILE,3,3,7,12.9,25.23
DATABASE,2,2,19,6.58,25.92
EMAIL,3,3,6,8.67,19.41
DATABASE,0,3,18,24.49,41.76
DATABASE,2,3,17,27.15,47.41
DATABASE,2,0,7,21.75,32.62
REST,1,2,4,18.58,25.61
COMPUTE,5,0,13,9.84,30.33
DATABASE,3,2,18,13.09,31.97
EMAIL,3,0,10,6.48,14.21
REST,2,3,20,28.62,47.62
EMAIL,3,0,5,1.34,5.87
EMAIL,5,0,3,1.07,10.11
COMPUTE,2,0,16,20.95,36.32
COMPUTE,4,2,19,8.06,30.92
DATABASE,1,3,13,13.0,31.09
REST,0,3,17,1.96,16.85
REST,1,0,12,29.55,37.41
COMPUTE,1,2,13,17.64,33.93
DATABASE,4,0,14,20.62,34.36
DATABASE,0,1,13,6.62,16.13
REST,2,3,15,25.06,42.4
DATABASE,3,0,3,28.12,40.02
COMPUTE,5,3,7,29.7,51.93
